benchmark,status-ikos,cputime (s)-ikos,walltime (s)-ikos,memory (MB)-ikos,status-mikos,cputime (s)-mikos,walltime (s)-mikos,memory (MB)-mikos,memreduction,speedup
OSS/coreutils-8.31/shuf.bc,OK,8.321413612999999,8.320032361,163.893248,OK,6.536040245,6.740951315,47.112192,0.2874565766,1.234251958
OSS/xkbsel-0.13/xkbseldb.bc,OK,8.32914114,8.348046736,106.94656,OK,7.804373929,7.82406295,32.899072,0.3076216009,1.066970804
OSS/xsecurelock-1.3/auth_x11.bc,OK,8.255159252999999,8.376120782000001,184.266752,OK,7.725510183,7.7804185839999995,152.10496,0.8254606886,1.076564287
OSS/distcc-3.3.2/distccd.bc,OK,8.420340647,8.448187307000001,186.937344,OK,7.272544465,7.316659847,81.444864,0.4356800105,1.154650822
OSS/audit-2.8.4/auditd.bc,OK,8.488117009,8.563926579,263.831552,OK,7.562278983,7.623954867999999,66.1504,0.2507296777,1.123291878
OSS/nasm-2.14.02/ndisasm.bc,OK,8.635301128,8.656126459,133.66886399999999,OK,7.554904117,7.604337964,112.594944,0.8423423423,1.138314275
OSS/jfsutils-1.1.15/jfs_debugfs.bc,OK,8.762250891,8.808401735,147.386368,OK,8.825864427,8.879970177,139.6736,0.9476697329000001,0.9919404637
OSS/coreutils-8.31/uniq.bc,OK,8.92901113,8.949005537,125.10003200000001,OK,9.701249967,9.720207255,81.01888000000001,0.647632768,0.9206599512
OSS/brltty-6.0/brltty-ktb.bc,OK,9.069289072,9.168093478,376.057856,OK,8.087775354,8.196020862000001,122.35571200000001,0.3253640631,1.118602994
OSS/coreutils-8.31/printf.bc,OK,9.175802777000001,9.195981173,86.20031999999999,OK,8.262218519,8.320330347999999,64.086016,0.7434545023,1.105242315
OSS/gifsicle-1.91/gifdiff.bc,OK,8.980630813,9.220041213,167.44448,OK,8.002722009,8.052800261,102.15424,0.6100782779,1.1449484540000001
OSS/coreutils-8.31/b2sum.bc,OK,9.151395684,9.240128737000001,287.555584,OK,8.321002049,8.340261982000001,265.007104,0.9215856645999999,1.107894303
OSS/lxsession-0.5.4/lxsession-db.bc,OK,9.263980612000001,9.284134626,106.876928,OK,9.596809174,9.61595036,59.805696,0.559575365,0.9654931940000001
OSS/bitlbee-3.6/bitlbee.bc,OK,9.209650303,9.308234725,250.368,OK,8.427779122999999,8.452427801,232.73472,0.9295705521,1.101249835
OSS/lvm2-2.02.184/dmsetup.bc,OK,9.313360925,9.332488512000001,264.605696,OK,9.425360435,9.444450097999999,230.961152,0.8728502655,0.9881452509
OSS/dvdauthor-0.7.2/mpeg2desc.bc,OK,9.282351163,9.351999823,78.848,OK,7.897122252000001,7.9243708779999995,67.432448,0.8552207792000001,1.180156755
OSS/genius-1.0.24/gnome-genius.bc,OK,9.023773085,9.464387468,401.334272,OK,9.079036275,9.256261369,385.691648,0.9610234532999999,1.0224848990000002
OSS/gftp-2.0.19/gftp-text.bc,OK,9.695515989,9.54511966,330.83801600000004,OK,10.036390800000001,10.05622716,218.734592,0.6611531366,0.9491750242
OSS/iproute2-5.0.0/ifstat.bc,OK,9.540778956,9.560503295,98.08281600000001,OK,8.975974321,8.984111565,41.279488,0.4208636098,1.064156787
OSS/zsync-0.6.2/zsyncmake.bc,OK,9.614727228,9.633020586,94.03187199999999,OK,10.4613076,10.51207497,60.321792,0.6415036808,0.9163767016
OSS/nemo-4.0.6/nemo-desktop.bc,OK,9.427651725,9.655974794,430.813184,OK,9.054072749,9.280449481,429.395968,0.9967103699,1.04046413
OSS/ostree-2019.1/ostree.bc,OK,9.602122847999999,9.683936082999999,450.547712,OK,7.200425891,7.3601267329999995,88.18688,0.1957326109,1.315729529
OSS/coreutils-8.31/truncate.bc,OK,9.602596275,9.696056523,161.62406399999998,OK,8.454798795,8.51629807,64.372736,0.3982868294,1.138529493
OSS/cuetools-1.4.1/cueconvert.bc,OK,9.715662452,9.792345117,63.557632,OK,8.529226328,8.552313179,34.148352,0.537281691,1.1449937479999999
OSS/stubby-0.2.6/stubby.bc,OK,9.777039801,9.836248571,136.03225600000002,OK,8.929299871,8.948561361,66.41664,0.4882418476,1.099198874
OSS/nemo-4.0.6/nemo.bc,OK,9.695838673999999,9.952209997,434.868224,OK,9.454273776,9.912428205,433.655808,0.9972119922,1.004013325
OSS/adns-1.5.1/adnshost.bc,OK,10.02969362,10.0800745,96.88678399999999,OK,9.751855744,9.79998988,53.018623999999996,0.5472224571000001,1.028580093
OSS/osmo-0.4.2/osmo.bc,OK,10.06445418,10.25625247,381.616128,OK,8.755475609,8.976307185,158.920704,0.41644126740000004,1.14259152
OSS/tilda-1.4.1/tilda.bc,OK,10.27791492,10.300313000000001,115.277824,OK,10.01042506,10.03605698,51.789823999999996,0.44926094369999997,1.0263306620000001
OSS/i7z-0.27.2.git1/i7z.bc,OK,10.59343344,10.61207678,157.589504,OK,9.749696616,9.848211047000001,65.20832,0.41378593340000003,1.077563908
OSS/xsel-1.2.0.20160929/xsel.bc,OK,10.62245804,10.67610587,343.379968,OK,9.781210616000001,9.832099986000001,54.12454399999999,0.1576228931,1.085841874
OSS/coreutils-8.31/wc.bc,OK,11.09794677,11.12419281,192.421888,OK,9.884718686,9.936312547,91.01312,0.4729873558,1.119549406
OSS/cuetools-1.4.1/cuebreakpoints.bc,OK,11.25937522,11.28017784,50.266112,OK,10.19862215,10.29627283,34.6112,0.688559322,1.095559337
OSS/icoutils-0.32.3/wrestool.bc,OK,11.41871119,11.46018993,188.596224,OK,11.37316392,11.40002404,172.834816,0.9164277647,1.005277699
OSS/ncftp-3.2.6/ncftpbookmarks.bc,OK,11.50856273,11.54063953,305.87289599999997,OK,11.44411801,11.52817181,234.26662400000004,0.7658953345,1.001081501
OSS/gftp-2.0.19/gftp-gtk.bc,OK,11.65583401,11.60532664,453.27564800000005,OK,11.02216006,11.09629263,118.31296,0.2610176843,1.045874242
OSS/nauty-26r11/vcolg.bc,OK,11.54750841,11.65631443,85.741568,OK,11.03939433,11.07232078,76.845056,0.8962403859999999,1.052743564
OSS/cuetools-1.4.1/cueprint.bc,OK,11.81077177,11.84016628,51.601408,OK,10.09171664,10.112419099999999,35.311616,0.6843149706,1.170853993
OSS/tcpdump-4.9.2/tcpdump.bc,OK,11.74496712,11.89220714,449.425408,OK,11.26449047,11.51627481,404.000768,0.8989272987000001,1.032643571
OSS/fvwm-2.6.8/FvwmBanner.bc,OK,11.89194491,11.964312300000001,110.89100800000001,OK,11.79002901,11.8640826,71.933952,0.6486905773,1.008448162
OSS/unrtf-0.21.10/unrtf.bc,OK,11.95537824,12.00005339,192.32768000000002,OK,11.273655999999999,11.33210967,91.840512,0.47752103079999997,1.058942575
OSS/collectd-5.8.1/collectd.bc,OK,12.1065968,12.12436265,167.51001599999998,OK,13.12311767,13.199902900000001,85.999616,0.5133998435,0.9185190786
OSS/dictd-1.12.1/dict.bc,OK,12.66782071,12.68856677,110.473216,OK,12.95226629,13.00817853,52.310016,0.4735085833,0.9754299373
OSS/i3status-2.12/i3status.bc,OK,12.72939182,12.75635254,94.265344,OK,11.87040072,11.9243364,76.976128,0.8165899018,1.069774629
OSS/lldpd-1.0.3/lldpcli.bc,OK,12.8890759,12.93721656,657.4653440000001,OK,11.35278163,11.38007257,68.718592,0.10452047800000001,1.136830761
OSS/ipmitool-1.8.18/ipmitool.bc,OK,13.15727321,13.18014854,505.40544000000006,OK,11.95203076,12.06435092,362.65984,0.7175622012,1.092487166
OSS/igmpproxy-0.2.1/igmpproxy.bc,OK,13.09944632,13.22385687,155.03769599999998,OK,11.67077661,11.70061337,104.235008,0.6723204143000001,1.130184927
OSS/nauty-26r11/twohamg.bc,OK,13.35581306,13.37650018,119.98003200000001,OK,13.66259628,13.70019957,109.105152,0.9093609176999999,0.9763726513
OSS/netdata-1.13.0/cgroup-network.bc,OK,13.49029068,13.512070699999999,639.606784,OK,10.86578462,10.94424641,100.069376,0.1564545257,1.234627784
OSS/coreutils-8.31/touch.bc,OK,13.52090404,13.6120709,248.91392000000002,OK,12.23552071,12.33238985,62.205952,0.2499094948,1.1037658609999998
OSS/nauty-26r11/delptg.bc,OK,14.04859999,14.06810848,94.9248,OK,13.22888892,13.30875487,85.581824,0.901574973,1.057056698
OSS/vnstat-2.1/vnstati.bc,OK,14.16707288,14.21613605,481.65273600000006,OK,11.28930826,11.30803579,61.62432,0.1279434651,1.257171123
OSS/fwknop-2.6.10/fwknop.bc,OK,14.31476747,14.40115031,475.639808,OK,15.53538245,15.62414321,62.251008,0.1308784651,0.9217241619
OSS/vice-3.3/petcat.bc,OK,14.449593700000001,14.508146100000001,152.264704,OK,12.41345134,12.4321724,75.98489599999999,0.49903158119999996,1.166983986
OSS/gif2png-2.5.13/gif2png.bc,OK,14.53973548,14.62025258,103.018496,OK,13.22348884,13.26795672,41.816064000000004,0.40590831380000003,1.101921938
OSS/mfoc-0.10.7+38+gb333a79/mfoc.bc,OK,14.74012033,14.76064269,46.518271999999996,OK,14.47882027,14.52009736,34.680832,0.7455313903,1.016566372
OSS/coreutils-8.31/unexpand.bc,OK,14.82442984,14.88504407,86.75328,OK,16.74694626,16.76830817,50.184191999999996,0.578470255,0.8876890808
OSS/coreutils-8.31/shred.bc,OK,15.01173788,14.89215552,138.30553600000002,OK,13.66001514,13.70832172,68.993024,0.49884499200000004,1.08635877
