benchmark,status-ikos,cputime (s)-ikos,walltime (s)-ikos,memory (MB)-ikos,status-mikos,cputime (s)-mikos,walltime (s)-mikos,memory (MB)-mikos,memreduction,speedup,status-baseline,cputime (s)-baseline,walltime (s)-baseline,memory (MB)-baseline,vanillabaseline,baselineours
OSS/ext4magic-0.3.2/ext4magic.bc,OK,547.4893958,547.5922183,844.587008,OK,566.490721,566.5719801,272.371712,0.3224910038,0.9665007053,OK,558.5737405,558.6563582,793.571328,0.9395968923,0.3432227229
OSS/fbida-2.14/exiftran.bc,OK,22.14821758,22.21610975,45.432832,OK,22.23466354,22.25603211,33.665024,0.7409844933,0.9982062229,OK,21.62235866,21.95243516,46.206976,1.017039308,0.7285701622
OSS/fbida-2.14/fbi.bc,OK,52.67178785,52.75202693,220.352512,OK,51.35908018,50.9882654,143.192064,0.649831775,1.034591518,OK,52.46796539,52.53623565,217.997312,0.9893116717,0.6568524294
OSS/fig2dev-3.2.7/fig2dev.bc,OK,34.91381106,35.33599552,511.983616,OK,31.8886655,32.11265391,362.51648,0.708062658,1.100376058,OK,33.85300301,33.99602934,511.094784,0.9982639444,0.7092940318
OSS/flex-2.6.4/flex.bc,OK,102.6156907,102.6639927,1449.566208,OK,95.27300878,95.34418012,1321.824256,0.9118757382,1.076772516,OK,98.26889539,98.34434376,1417.363456,0.9777845594,0.9325937186
OSS/freeradius-3.0.19/radiusd.bc,OK,118.3083887,118.2921903,907.620352,OK,119.0641698,119.1522004,387.42016,0.4268526583,0.9927822561,OK,113.9633907,114.4561143,862.396416,0.9501730697,0.4492367464
OSS/fsarchiver-0.8.5/fsarchiver.bc,OK,85.06472249,85.46430725,2328.600576,OK,76.99468032,77.04804285,840.204288,0.3608194109,1.10923398,OK,80.34891117,80.39638035,2494.631936,1.071300919,0.3368049113
OSS/fstrm-0.5.0/fstrm_capture.bc,OK,5.69415981,5.716151786,121.71264,OK,5.200679241,5.26019653,42.717184,0.3509675248,1.08668027,OK,5.648267458,5.70433478,106.35264,0.8738011106,0.4016560755
OSS/fvwm-2.6.8/fvwm-root.bc,OK,6.518625328,6.536868555,161.480704,OK,6.838442486,6.871933455,64.04096,0.396585836,0.9512415389,OK,6.734491926,6.820378546,156.83584,0.9712357955,0.408331157
OSS/fvwm-2.6.8/FvwmAnimate.bc,OK,37.81118431,37.81201018,406.212608,OK,33.8302796,33.91245008,200.323072,0.4931483367,1.11498904,OK,36.6704188,36.69595406,389.500928,0.9588597703,0.5143070468
OSS/fvwm-2.6.8/FvwmBacker.bc,OK,19.64813,19.76407147,380.821504,OK,17.93970061,17.98425615,319.22176,0.8382451008,1.098965189,OK,19.51426206,19.80837205,359.28064,0.9434357993,0.8885025366
OSS/fvwm-2.6.8/FvwmBanner.bc,OK,11.89194491,11.9643123,110.891008,OK,11.79002901,11.8640826,71.933952,0.6486905773,1.008448162,OK,11.73282728,11.78000246,108.986368,0.982824216,0.6600270595
OSS/fvwm-2.6.8/FvwmIdent.bc,OK,1923.665883,1923.997088,13409.12026,OK,2026.953161,2027.052175,12165.41901,0.9072496014,0.9491601213,OK,2024.11111,2024.180122,12497.29331,0.9319994951,0.9734443056
OSS/fvwm-2.6.8/FvwmPager.bc,OK,1887.846461,1887.888506,18166.272,OK,2015.806256,2015.932422,15587.77037,0.8580610468,0.9364840236,OK,1961.189553,1961.284148,16938.22566,0.9323996505,0.920271738
OSS/fvwm-2.6.8/FvwmProxy.bc,OK,787.0004553,787.0128582,14399.81978,OK,856.100759,856.2201893,13116.81741,0.9109014982,0.9191711058,OK,853.8795481,853.9722551,13672.55859,0.9494951188,0.9593535344
OSS/fvwm-2.6.8/FvwmScript.bc,OK,45.64202026,45.66087441,672.948224,OK,48.89542729,49.04396034,463.736832,0.6891122013,0.9310193161,OK,49.30605974,49.36455124,632.020992,0.9391821978,0.7337364389
OSS/fwknop-2.6.10/fwknop.bc,OK,14.31476747,14.40115031,475.639808,OK,15.53538245,15.62414321,62.251008,0.1308784651,0.9217241619,OK,15.90519156,16.05645335,455.08608,0.9567871998,0.1367895234
OSS/fwknop-2.6.10/fwknopd.bc,OK,416.9509746,416.9691059,2133.282816,OK,430.8790432,430.9323997,2031.853568,0.9524539141,0.9675974844,OK,467.9406262,468.000327,2011.234304,0.9427884052,1.010252045
OSS/genius-1.0.24/gnome-genius.bc,OK,9.023773085,9.464387468,401.334272,OK,9.079036275,9.256261369,385.691648,0.9610234533,1.022484899,OK,8.521555836,8.872522553,400.77312,0.998601784,0.9623690531
OSS/gftp-2.0.19/gftp-gtk.bc,OK,11.65583401,11.60532664,453.275648,OK,11.02216006,11.09629263,118.31296,0.2610176843,1.045874242,OK,13.01228605,13.12434952,431.874048,0.9527845802,0.273952465
OSS/gftp-2.0.19/gftp-text.bc,OK,9.695515989,9.54511966,330.838016,OK,10.0363908,10.05622716,218.734592,0.6611531366,0.9491750242,OK,10.62308631,10.75236221,324.206592,0.9799556772,0.6746765717
OSS/gif2png-2.5.13/gif2png.bc,OK,14.53973548,14.62025258,103.018496,OK,13.22348884,13.26795672,41.816064,0.4059083138,1.101921938,OK,14.12354807,14.25607141,98.59072,0.9570196016,0.424137931
OSS/gifsicle-1.91/gifdiff.bc,OK,8.980630813,9.220041213,167.44448,OK,8.002722009,8.052800261,102.15424,0.6100782779,1.144948454,OK,8.721295246,9.056402551,148.389888,0.8862035225,0.6884177984
OSS/gifsicle-1.91/gifview.bc,OK,64.83672452,64.85585788,909.611008,OK,61.35504331,61.74392542,447.049728,0.4914735245,1.050400626,OK,63.73849634,63.82047794,822.272,0.9039820239,0.5436762142
OSS/gkrellm-2.3.10/gkrellm.bc,OK,30.72288873,30.76396628,760.561664,OK,27.37025188,27.52416932,366.006272,0.4812315547,1.117707347,OK,28.53833237,28.7484563,745.746432,0.9805206695,0.4907918514
OSS/gnupg-2.2.15/dirmngr_ldap.bc,OK,17.97583597,17.95206056,262.807552,OK,16.78437667,16.72005264,165.310464,0.6290171753,1.073684452,OK,17.36879233,17.46038696,237.416448,0.9033851813,0.696289012
OSS/gnupg-2.2.15/dirmngr-client.bc,OK,19.73306586,19.67998999,417.75104,OK,17.93309834,18.01608235,166.760448,0.3991861947,1.092356796,OK,18.96768796,18.98804562,380.555264,0.910961859,0.4382029728
OSS/gnupg-2.2.15/gpg-agent.bc,OK,294.7058053,294.7241704,2337.574912,OK,276.1158591,276.5803903,515.436544,0.2205005458,1.065600385,OK,286.6088175,286.8161381,2121.785344,0.9076865657,0.2429258669
OSS/gnupg-2.2.15/gpg-check-pattern.bc,OK,18.18095901,18.20398572,267.542528,OK,17.25601417,17.28401129,197.308416,0.7374843075,1.053226905,OK,17.45140878,17.46426603,251.379712,0.9395878625,0.7849019097
OSS/gnupg-2.2.15/gpg-connect-agent.bc,OK,52.65760328,52.67609885,1041.723392,OK,42.02078161,42.37291299,357.523456,0.3432038281,1.243155005,OK,53.84939949,53.74419727,913.44896,0.8768632509,0.3913994888
OSS/gnupg-2.2.15/gpg-preset-passphrase.bc,OK,17.20548441,17.30809369,284.880896,OK,17.04186797,17.15602062,175.771648,0.6170004745,1.008864123,OK,16.51507415,16.58450005,269.737984,0.9468447614,0.651638473
OSS/gnupg-2.2.15/gpg-protect-tool.bc,OK,38.41653791,38.47604129,994.021376,OK,32.77033184,32.86817722,239.898624,0.2413415142,1.170616826,OK,37.14341543,37.19628335,914.550784,0.9200514255,0.2623130702
OSS/gnupg-2.2.15/gpg-wks-client.bc,OK,104.7966515,104.8160611,3303.514112,OK,92.37420188,92.4403517,373.49376,0.1130595322,1.133877784,OK,103.5854518,103.6722687,2824.052736,0.8548632275,0.1322545274
OSS/gnupg-2.2.15/gpg-wks-server.bc,OK,36.71019544,36.73607954,811.266048,OK,34.71315949,34.76003035,263.069696,0.3242705604,1.056848316,OK,36.4915706,36.54438391,730.775552,0.9007840939,0.3599869964
OSS/gnupg-2.2.15/gpgconf.bc,OK,342.9028768,342.936017,2843.344896,OK,322.2893171,322.1405499,312.274944,0.1098266146,1.064554019,OK,322.5430878,322.4123878,2587.086848,0.9098744411,0.120705242
OSS/gnupg-2.2.15/gpgscm.bc,OK,18.26600472,18.28397887,262.991872,OK,17.6800252,17.70017821,224.366592,0.8531312785,1.032982756,OK,17.0382032,17.18834516,247.259136,0.9401778622,0.9074147699
OSS/gnupg-2.2.15/gpgtar.bc,OK,20.95931544,20.97990572,549.167104,OK,18.65688518,18.68059782,208.26112,0.3792308725,1.123085349,OK,20.8031012,20.87657526,468.307968,0.8527604159,0.4447097513
OSS/gnupg-2.2.15/kbxutil.bc,OK,35.10378615,35.12351686,435.953664,OK,33.85462439,34.28797024,207.409152,0.4757596257,1.024368506,OK,33.79323861,33.88022522,413.667328,0.9488791176,0.5013911855
OSS/gnupg-2.2.15/scdaemon.bc,OK,113.7205048,113.7441219,1358.467072,OK,107.4962033,107.5715256,388.849664,0.2862415085,1.057381321,OK,106.6304522,106.7042461,1241.411584,0.9138326645,0.3132318636
OSS/gnupg-2.2.15/symcryptrun.bc,OK,59.3381359,59.44799653,766.672896,OK,55.82895465,55.87200523,267.501568,0.3489122537,1.064003275,OK,57.22160204,57.29220885,694.992896,0.9065051075,0.3848982767
OSS/goaccess-1.3/goaccess.bc,OK,351.2309008,351.2401291,1313.763328,OK,338.3193324,338.4081296,464.494592,0.3535603271,1.037918709,OK,338.1514712,338.5962961,1360.73216,1.035751365,0.341356371
OSS/gob2-2.0.20/gob2.bc,OK,191.3055084,191.3360411,1576.534016,OK,158.7895554,158.8369824,1010.356224,0.6408718199,1.204606372,OK,185.6497065,185.7325096,1526.386688,0.9681914075,0.6619267791
OSS/gpa-0.10.0/gpa.bc,OK,5.953255995,5.98007393,260.726784,OK,5.2256315,5.388047545,184.311808,0.706915512,1.109877721,OK,5.754947767,5.992131551,265.867264,1.019715964,0.6932474695
OSS/hdparm-9.58/hdparm.bc,OK,28.58818873,28.66814739,677.699584,OK,27.68783495,27.99616175,609.755136,0.8997425266,1.024002778,OK,28.2967681,28.31644403,604.479488,0.8919578856,1.008727588
OSS/hexedit-1.4.2/hexedit.bc,OK,23.49783275,23.52017076,516.907008,OK,22.69517459,22.71662286,448.57344,0.8678029763,1.035372683,OK,23.23687348,23.28056464,505.737216,0.9783910997,0.8869694098
OSS/hexer-1.0.5/hexer.bc,OK,3105.601101,3105.620107,13351.09222,OK,3357.426748,3357.552154,11058.03264,0.8282492889,0.9249655596,OK,3303.592801,3303.472263,12635.32851,0.9463891271,0.8751677987
OSS/homebank-5.2.3/homebank.bc,OK,31.94138659,31.96487302,1083.53536,OK,31.02477517,31.08832579,181.030912,0.1670743002,1.028195382,OK,34.26582131,34.25637896,1074.470912,0.9916343773,0.1684837719
OSS/horst-5.1/horst.bc,OK,49.78457207,49.80876652,517.218304,OK,51.2430088,51.32000517,405.475328,0.7839539414,0.9705526403,OK,53.18107065,53.32031311,503.463936,0.9734070355,0.8053711478
OSS/hostapd-2.7/hostapd_cli.bc,OK,8.068996577,8.088680122,291.905536,OK,8.168308633,8.244545479,42.471424,0.1454971515,0.9810947302,OK,8.642847316,8.716052584,292.900864,1.003409761,0.1450027269
OSS/hwinfo-21.60/check_hd.bc,OK,20.38221692,20.42825374,202.805248,OK,19.611204,19.75230754,69.85728,0.3444549916,1.034221126,OK,21.10913087,21.38030043,197.148672,0.9721083352,0.3543380703
OSS/hydra-8.9.1/hydra.bc,OK,693.4478399,693.6083357,8448.626688,OK,662.2768397,662.4123691,8000.565248,0.9469663584,1.047094481,OK,687.1339925,687.2481975,8201.637888,0.970765805,0.9754838433
OSS/i3status-2.12/i3status.bc,OK,12.72939182,12.75635254,94.265344,OK,11.87040072,11.9243364,76.976128,0.8165899018,1.069774629,OK,12.48737968,12.53619364,90.800128,0.9632397671,0.8477535186
OSS/i7z-0.27.2.git1/i7z.bc,OK,10.59343344,10.61207678,157.589504,OK,9.749696616,9.848211047,65.20832,0.4137859334,1.077563908,OK,10.31871494,10.44048062,159.686656,1.013307688,0.408351716
OSS/icecast-2.4.3/icecast.bc,OK,736.2839796,736.3441373,10061.93869,OK,791.3531915,791.5768328,8279.662592,0.8228695134,0.9302244669,OK,736.5668724,736.9485505,9265.17248,0.9208138477,0.8936328611
OSS/icoutils-0.32.3/wrestool.bc,OK,11.41871119,11.46018993,188.596224,OK,11.37316392,11.40002404,172.834816,0.9164277647,1.005277699,OK,11.28281971,11.30854294,185.26208,0.9823212579,0.9329206279
OSS/iftop-1.0pre4/iftop.bc,OK,107.957154,108.1120472,2022.293504,OK,111.0636599,111.1239422,1362.202624,0.6735929386,0.9728960753,OK,109.028452,109.4284124,1881.509888,0.9303841823,0.7239944008
OSS/igmpproxy-0.2.1/igmpproxy.bc,OK,13.09944632,13.22385687,155.037696,OK,11.67077661,11.70061337,104.235008,0.6723204143,1.130184927,OK,12.47408923,12.48842807,153.952256,0.992998864,0.6770606077
OSS/imwheel-1.0.0pre12/imwheel.bc,OK,7.185379419,7.204144006,103.559168,OK,6.406098333,6.420458705,84.6848,0.8177431476,1.12206064,OK,6.822928109,6.880368164,109.088768,1.053395562,0.7762925694
OSS/iodine-0.7.0/iodine.bc,OK,52.34639568,52.65245512,487.010304,OK,51.56227033,51.63235166,52.10112,0.1069815558,1.01975706,OK,51.95437123,52.27231256,447.7952,0.9194778762,0.1163503316
OSS/iodine-0.7.0/iodined.bc,OK,61.32858283,61.3520942,1376.80896,OK,62.53433384,62.58821175,1204.350976,0.8747408035,0.9802499941,OK,60.42413698,60.45241071,1341.964288,0.9746917161,0.8974538196
OSS/ipmitool-1.8.18/ipmievd.bc,OK,8.003175804,8.024258145,336.433152,OK,7.090272922,7.244381739,201.05216,0.5975991332,1.107652583,OK,7.692809481,7.82421251,337.977344,1.004589892,0.5948687495
OSS/ipmitool-1.8.18/ipmitool.bc,OK,13.15727321,13.18014854,505.40544,OK,11.95203076,12.06435092,362.65984,0.7175622012,1.092487166,OK,12.5316348,12.74438367,506.30656,1.001782965,0.7162850902
OSS/iproute2-5.0.0/bridge.bc,OK,492.6071935,492.6323088,2141.659136,OK,465.7047619,465.6923249,532.979712,0.2488629974,1.057849319,OK,493.012694,493.0722653,2075.820032,0.9692578978,0.2567562235
OSS/iproute2-5.0.0/devlink.bc,OK,26.36693794,26.38806603,1053.34784,OK,24.84700606,24.90002061,550.887424,0.5229871872,1.059760811,OK,26.9947489,27.20003281,1028.841472,0.9767347812,0.5354444188
OSS/iproute2-5.0.0/ifstat.bc,OK,9.540778956,9.560503295,98.082816,OK,8.975974321,8.984111565,41.279488,0.4208636098,1.064156787,OK,9.73346376,9.748395976,100.47488,1.024388207,0.4108438647
OSS/iproute2-5.0.0/ss.bc,OK,73.95198692,74.14425154,1617.707008,OK,76.65875635,76.72030194,271.638528,0.1679157763,0.9664228329,OK,75.48024804,75.96430253,1467.629568,0.9072282933,0.1850865736
OSS/iproute2-5.0.0/tc.bc,OK,341.954778,341.9843091,3343.970304,OK,335.0900624,335.3760751,1214.988288,0.3633370448,1.019703952,OK,327.2275882,327.3605441,3170.721792,0.9481907744,0.3831898122
OSS/isync-1.3.0/mbsync.bc,OK,46.39740147,46.42011628,210.907136,OK,40.75596531,40.81214092,121.987072,0.5783923404,1.137409487,OK,44.62450324,44.67643789,207.4624,0.9836670486,0.5879960513
OSS/iverilog-10.2/iverilog.bc,OK,5.207544216,5.228315142,45.1584,OK,4.853417553,4.880307581,37.51936,0.8308390023,1.07130853,OK,5.261632392,5.284252563,43.99104,0.9741496599,0.852886406
OSS/iverilog-10.2/ivlpp.bc,OK,5.547958516,5.568135172,112.553984,OK,5.320816663,5.424111969,83.21024,0.7392918228,1.026552402,OK,5.626092625,5.648294037,109.760512,0.9751810473,0.7581072508
OSS/jfsutils-1.1.15/jfs_debugfs.bc,OK,8.762250891,8.808401735,147.386368,OK,8.825864427,8.879970177,139.6736,0.9476697329,0.9919404637,OK,8.653804196,8.672572944,141.832192,0.9623155379,0.9847806625
OSS/joe-4.6/joe.bc,OK,193.9899904,194.1320098,1671.307264,OK,196.4233081,196.6400149,227.749888,0.1362705069,0.9872457035,OK,197.9829315,197.8442766,1525.272576,0.9126224775,0.1493175001
OSS/julius-4.5/julius.bc,OK,5.143555689,5.832629869,254.738432,OK,4.929485918,5.080394763,231.5264,0.9088789555,1.148066271,OK,4.813111958,5.036740967,252.796928,0.992378441,0.9158592307
OSS/kmod-26/kmod.bc,OK,660.1895056,660.3159227,3308.064768,OK,685.9508412,686.0362364,856.748032,0.2589876838,0.9625088117,OK,695.9458969,696.1125094,3310.616576,1.00077139,0.2587880572
OSS/krb5/kdb5_ldap_util.bc,OK,7.146332503,7.164110631,113.659904,OK,6.829394613,6.904382148,41.992192,0.3694547551,1.037617918,OK,7.340828151,7.408270877,109.236224,0.9610796785,0.3844163636
OSS/lbreakout2-2.6.5/lbreakout2.bc,OK,117.9289675,118.056347,3084.537856,OK,109.5409506,109.8203423,884.637696,0.2867974839,1.074995256,OK,117.0296399,117.364353,2834.39104,0.918902984,0.3121085565
OSS/lbreakout2-2.6.5/lbreakout2server.bc,OK,77.57704555,77.77640789,381.054976,OK,78.69676879,78.71661462,295.54688,0.7756016812,0.9880558033,OK,80.24928427,80.66863186,362.029056,0.9500704066,0.8163623198
OSS/lcdproc-0.5.9/LCDd.bc,OK,25.87085115,26.11235989,479.96928,OK,26.68686312,26.67238429,332.8,0.6933777095,0.979003587,OK,27.2122164,27.33648466,490.094592,1.02109575,0.6790525858
OSS/lcdproc-0.5.9/lcdproc.bc,OK,60.39140332,60.44473942,854.85568,OK,59.51807623,59.5803013,746.92608,0.8737452385,1.014508791,OK,61.95717254,62.25252302,885.628928,1.035998179,0.8433849171
OSS/lightdm-1.28.0/lightdm.bc,OK,5.52785636,5.5484136,248.901632,OK,4.583684521,4.708159015,95.748096,0.3846824757,1.178467758,OK,5.337616957,5.44458975,253.82912,1.019796929,0.3772147813
OSS/links-2.19/links.bc,OK,2511.935286,2512.239909,29761.13869,OK,2740.042646,2740.480057,3929.980928,0.1320507582,0.9167152675,OK,2603.719719,2604.380603,27687.88685,0.930336945,0.1419386373
OSS/links-2.19/xlinks.bc,OK,2522.842113,2523.140178,29587.36179,OK,2760.015071,2760.112103,3921.104896,0.1325263443,0.914144094,OK,2593.915499,2594.108472,27589.57056,0.9324782235,0.1421227231
OSS/lldpd-1.0.3/lldpcli.bc,OK,12.8890759,12.93721656,657.465344,OK,11.35278163,11.38007257,68.718592,0.104520478,1.136830761,OK,14.37779547,14.47612956,601.501696,0.914879699,0.1142450511
OSS/lldpd-1.0.3/lldpd.bc,OK,23.53483279,23.60092468,759.226368,OK,24.63108153,24.73599232,142.606336,0.187831116,0.9541127104,OK,28.04253912,28.12020311,704.868352,0.9284034139,0.2023162703
OSS/logrotate-3.15.0/logrotate.bc,OK,20.17640228,20.22099525,277.512192,OK,22.63191934,22.66811338,144.531456,0.5208111938,0.8920457961,OK,23.6361482,23.74017109,239.497216,0.8630151139,0.6034786475
OSS/ltrace-0.7.3/ltrace.bc,OK,153.4773638,153.5203409,1930.084352,OK,150.0685353,149.9885404,1536.192512,0.7959198832,1.023547136,OK,155.033853,155.0524765,1914.658816,0.9920078436,0.802332248
OSS/ltris-1.0.19/ltris.bc,OK,1384.332464,1384.380073,819.904512,OK,1370.526269,1370.556057,433.762304,0.5290400256,1.010086429,OK,1422.636795,1422.712071,814.514176,0.9934256539,0.5325411353
OSS/lvm2-2.02.184/dmsetup.bc,OK,9.313360925,9.332488512,264.605696,OK,9.425360435,9.444450098,230.961152,0.8728502655,0.9881452509,OK,9.829856705,9.91236574,252.055552,0.9525703936,0.9163105124
OSS/lvm2-2.02.184/lvm.bc,OK,15.6966551,16.12411033,592.0768,OK,16.1717524,16.25987776,534.790144,0.9032445521,0.9916501568,OK,15.10592907,15.39629417,588.541952,0.9940297475,0.9086695386
OSS/lxsession-0.5.4/lxsession-db.bc,OK,9.263980612,9.284134626,106.876928,OK,9.596809174,9.61595036,59.805696,0.559575365,0.965493194,OK,9.267491492,9.316306367,107.941888,1.009964358,0.5540545668
OSS/lxsession-0.5.4/lxsession.bc,OK,145.9950275,146.1240906,5831.380992,OK,81.22342963,81.5652813,129.671168,0.02223678545,1.791498641,OK,142.165654,142.3162344,5796.573184,0.9940309494,0.02237031499
OSS/mairix-0.24/mairix.bc,OK,80.6457093,80.69226232,1084.94848,OK,80.12176703,80.17257181,161.501184,0.1488560858,1.006482148,OK,82.34465432,82.424319,1060.06528,0.9770650861,0.1523502251
OSS/metacity-3.30.1/metacity-theme-viewer.bc,OK,167.7277085,167.7563873,44.077056,OK,179.1635686,179.1884189,43.1104,0.9780689527,0.9362010576,OK,179.9491073,179.9725217,44.449792,1.008456463,0.9698673056
OSS/metacity-3.30.1/metacity.bc,OK,2110.70838,2111.028761,36323.78266,OK,2362.721899,2362.904127,6329.348096,0.1742480445,0.8934043227,OK,2218.577747,2218.632832,32895.66003,0.9056231929,0.1924067822
OSS/mfoc-0.10.7+38+gb333a79/mfoc.bc,OK,14.74012033,14.76064269,46.518272,OK,14.47882027,14.52009736,34.680832,0.7455313903,1.016566372,OK,15.21222895,15.23638379,46.231552,0.9938364005,0.7501550456
OSS/minidlna-1.2.1/minidlnad.bc,OK,134.9641004,134.9842157,1837.883392,OK,133.0743117,133.1445057,651.415552,0.354437912,1.013817394,OK,135.6194394,135.7001871,1816.764416,0.9885090773,0.3585580751
OSS/miniupnpd-2.1.20190210/miniupnpd.bc,OK,118.6629941,118.6883399,910.983168,OK,95.2692328,95.41707832,819.26144,0.8993156721,1.243889899,OK,116.9806043,117.0322542,857.972736,0.9418096471,0.9548805057
OSS/mmsrip-0.7.0/mmsrip.bc,OK,5.485593049,5.529341755,162.361344,OK,6.090166726,6.116335007,122.953728,0.7572844925,0.904028597,OK,6.382317361,6.428287858,167.903232,1.034133051,0.7322892272
OSS/moserial-3.0.12/moserial.bc,OK,422.0754633,422.2609451,108.978176,OK,585.4426845,585.4809032,106.835968,0.9803427798,0.721220697,OK,668.5907929,668.6442577,109.252608,1.002518229,0.9778802534
OSS/most-5.1.0/most.bc,OK,316.3832775,316.3965969,744.873984,OK,343.6506497,343.7641749,70.627328,0.09481782089,0.9203885104,OK,354.3033799,354.3282877,650.268672,0.8729915207,0.1086125336
OSS/mpg123-1.25.10/mpg123.bc,OK,255.8307205,255.5246404,756.596736,OK,240.1633471,240.1201976,443.51488,0.5861971892,1.064153049,OK,261.9089785,261.9562289,720.224256,0.9519262002,0.6158010874
OSS/mpop-1.4.3/mpop.bc,OK,18.12660708,18.15221264,462.176256,OK,18.03170132,18.04805674,298.96704,0.6468680208,1.005771031,OK,18.7263758,18.75616647,444.70272,0.9621929172,0.6722851616
OSS/msmtp-1.8.3/msmtp.bc,OK,22.21756654,22.24031927,573.186048,OK,20.89952942,20.94825122,87.904256,0.1533607741,1.061679041,OK,23.64145571,23.72398624,550.551552,0.9605110835,0.1596658036
OSS/mtools-4.0.23/mtools.bc,OK,76.12183474,76.42056358,688.123904,OK,73.2567117,73.34039403,486.387712,0.7068315883,1.041998268,OK,70.58097179,70.60054583,702.414848,1.020767981,0.6924507837
OSS/mtpaint-3.40/mtpaint.bc,OK,36.72550933,36.75212719,633.475072,OK,32.69846347,33.06405575,230.903808,0.3645033849,1.111543226,OK,35.90542936,35.96004248,633.901056,1.000672456,0.3642584372
OSS/mtr-0.92/mtr.bc,OK,600.2389544,600.2681838,919.494656,OK,571.5039058,571.5603905,780.066816,0.8483647087,1.050227052,OK,603.8013656,603.8523888,915.88608,0.9960754791,0.8517072516
OSS/musepack-0.1+r475/mpc2sv8.bc,OK,16.93630365,17.03623832,58.683392,OK,16.91087042,16.98800353,51.904512,0.8844838417,1.002839344,OK,16.64631394,16.74434716,63.8976,1.088853214,0.8123076923
OSS/musepack-0.1+r475/mpcenc.bc,OK,48.62155643,48.67213126,392.142848,OK,39.06950581,39.26496178,206.49984,0.5265934112,1.239581781,OK,46.29601379,46.38023069,417.890304,1.065658359,0.4941484357
OSS/mutt-1.11.4/mutt_pgpring.bc,OK,16.02150593,16.05214259,48.197632,OK,15.18088513,15.20811256,40.378368,0.8377666355,1.055498671,OK,15.64311768,15.66006643,47.366144,0.9827483641,0.8524731927
OSS/naim/naim.bc,OK,727.7509115,727.8762625,2903.396352,OK,625.1366248,625.3570034,1950.613504,0.6718385186,1.163937173,OK,741.9135586,741.9922512,2720.391168,0.9369685838,0.7170341997
OSS/namazu-2.0.21/namazu.bc,OK,7.608329609,7.627995248,142.688256,OK,7.314403376,7.356038318,35.270656,0.2471868182,1.03697057,OK,7.533123203,7.680202861,139.014144,0.9742507751,0.2537199092
OSS/namazu-2.0.21/namazu.cgi.bc,OK,5.111677119,5.152177203,97.09568,OK,4.783470591,4.84037093,29.929472,0.3082472052,1.064417847,OK,4.994453006,5.016249167,91.901952,0.9465091753,0.3256674243
OSS/nanomsg-1.1.5/nanocat.bc,OK,5.317800796,5.364129435,77.479936,OK,5.24645259,5.272133047,53.78048,0.6941213787,1.017449557,OK,5.328287299,5.372179954,76.288,0.9846161979,0.704966443
OSS/nasm-2.14.02/ldrdf.bc,OK,15.42834307,15.48409148,146.542592,OK,13.47411762,13.51607418,57.643008,0.3933532717,1.14560569,OK,14.53575612,14.58846529,150.339584,1.025910501,0.383418701
OSS/nasm-2.14.02/nasm.bc,OK,2730.865969,2731.115941,7286.632448,OK,2680.548475,2680.636184,1788.690432,0.2454755945,1.01883126,OK,2791.463382,2791.832368,6644.224,0.9118374019,0.2692098328
OSS/nasm-2.14.02/ndisasm.bc,OK,8.635301128,8.656126459,133.668864,OK,7.554904117,7.604337964,112.594944,0.8423423423,1.138314275,OK,7.985602171,8.00830676,129.015808,0.9651896795,0.8727220776
OSS/nauty-26r11/addedgeg.bc,OK,43.53154378,43.47605041,98.521088,OK,41.13178907,41.19222304,90.116096,0.9146883965,1.055443169,OK,43.32660918,43.38818005,95.8464,0.9728516193,0.9402136752
OSS/nauty-26r11/complg.bc,OK,62.59782673,62.62006501,231.34208,OK,61.61476244,61.67603121,217.587712,0.9405453258,1.015306332,OK,62.63110603,62.83622622,219.901952,0.9505488669,0.989476037
OSS/nauty-26r11/countg.bc,OK,92.074145,92.4881292,127.488,OK,87.53006155,87.58798598,114.864128,0.9009799197,1.055945381,OK,91.00235188,91.04452318,123.355136,0.9675823293,0.9311661575
OSS/nauty-26r11/cubhamg.bc,OK,21.53243511,21.56017628,93.425664,OK,20.82146241,20.91627967,86.802432,0.9291069315,1.030784471,OK,21.33940537,21.35996013,90.415104,0.9677758779,0.9600434901
OSS/nauty-26r11/deledgeg.bc,OK,82.34423251,82.37217798,117.788672,OK,79.33076509,79.53603498,108.539904,0.9214799875,1.035658592,OK,83.95262956,84.00439658,113.205248,0.9610877352,0.9587886244
OSS/nauty-26r11/delptg.bc,OK,14.04859999,14.06810848,94.9248,OK,13.22888892,13.30875487,85.581824,0.901574973,1.057056698,OK,14.40825883,14.4281163,92.63104,0.9758360302,0.9239000663
OSS/nauty-26r11/dreadnaut.bc,OK,1657.956143,1658.008088,982.278144,OK,1594.828046,1594.944358,899.95264,0.9161892133,1.039539768,OK,1713.446857,1713.580484,917.725184,0.9342824022,0.9806341328
OSS/nauty-26r11/genrang.bc,OK,5.617428264,5.744323286,95.358976,OK,5.195911524,5.292159263,81.358848,0.8531850006,1.085440366,OK,5.678935656,5.800127675,93.548544,0.9810145612,0.8696965717
OSS/nauty-26r11/labelg.bc,OK,1090.354481,1090.391953,802.656256,OK,1028.104971,1028.212046,545.251328,0.6793086379,1.060473816,OK,1117.694686,1117.764503,745.59488,0.9289093238,0.7312970389
