benchmark,walltime (s)-ikos,memory (MB)-ikos,walltime (s)-mikos,memory (MB)-mikos,memreduction,speedup
OSS/moserial-3.0.12/moserial.bc,422.2609451,108.978176,585.4809032000002,106.835968,0.9803427798,0.721220697
OSS/openssh-8.0p1/ssh-pkcs11-helper.bc,82.70442197,674.07872,94.60804217,613.449728,0.9100565109,0.8741796159999999
OSS/openssh-8.0p1/sftp.bc,3035.812869000001,45902.75789,3445.548104,9137.405952,0.1990600646,0.8810827123
