benchmark,status-ikos,cputime (s)-ikos,walltime (s)-ikos,memory (MB)-ikos,status-mikos,cputime (s)-mikos,walltime (s)-mikos,memory (MB)-mikos,memreduction,speedup
SVC/ldv-challenges/linux-3.14__complex_emg__linux-drivers-clk1__drivers-net-ethernet-nvidia-forcedeth_true-unreach-call.cil.i,OK,27.38410507,27.68028588,1221.210112,OK,19.19303329,19.3120203,77.58643199999999,0.06353241857000001,1.4333190130000002
SVC/ldv-challenges/linux-3.14__complex_emg__linux-drivers-clk1__drivers-net-ethernet-smsc-smsc911x_true-unreach-call.cil.i,OK,52.16790712,52.436078,1647.521792,OK,38.91642733,38.988283200000005,80.62156800000001,0.04893505409,1.344918875
SVC/ldv-challenges/linux-3.14__complex_emg__linux-drivers-clk1__drivers-net-ethernet-stmicro-stmmac-stmmac_true-unreach-call.cil.i,OK,1279.872449,1280.0000289999998,25819.18106,OK,993.1960442,993.3400416000001,384.667648,0.01489852243,1.288581931
SVC/ldv-challenges/linux-3.14__complex_emg__linux-drivers-clk1__drivers-net-vmxnet3-vmxnet3_true-unreach-call.cil.i,OK,229.1777793,229.1481772,3321.716736,OK,168.3872484,168.4440831,100.458496,0.03024294483,1.360381279
SVC/ldv-challenges/linux-3.14__complex_emg__linux-drivers-clk1__drivers-net-wireless-ath-ath10k-ath10k_pci_true-unreach-call.cil.i,OK,1234.00134,1234.472042,13643.62854,OK,972.3033193,972.2358283,126.50496000000001,0.009272090601999999,1.269724902
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-media-common-saa7146-saa7146_vv_true-unreach-call.cil.i,OK,1268.994295,1269.13993,25055.06816,OK,974.6007092,974.6800619999999,371.02796800000004,0.014808499650000001,1.302109256
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-media-radio-radio-si476x_true-unreach-call.cil.i,OK,57.03061808,57.11984312,2180.521984,OK,40.22239214,40.08794085,146.5344,0.0672015238,1.424863486
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-media-usb-dvb-usb-dvb-usb-cxusb_true-unreach-call.cil.i,OK,147.0988874,147.3558592,5678.739456,OK,98.9822061,99.31232791,230.141952,0.04052694331,1.48376201
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-media-usb-dvb-usb-dvb-usb-dw2102_true-unreach-call.cil.i,OK,673.9739776,674.5844285000001,16668.69658,OK,493.4858017,493.83251090000005,256.38502400000004,0.01538122809,1.3660186669999999
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-media-usb-dvb-usb-dvb-usb-m920x_true-unreach-call.cil.i,OK,43.78558992,44.03199026,2595.356672,OK,30.72247083,30.82800998,52.6336,0.02027991011,1.428311146
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-media-usb-tm6000-tm6000_true-unreach-call.cil.i,OK,785.9659297000001,786.2320980000001,29057.048580000002,OK,572.1220777999999,572.455955,2784.6328320000002,0.09583329927,1.37343684
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-ethernet-neterion-s2io_true-unreach-call.cil.i,OK,19.33137163,19.69712948,1181.978624,OK,18.81432193,18.92009684,126.455808,0.10698654390000001,1.041069169
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-ethernet-nvidia-forcedeth_true-unreach-call.cil.i,OK,28.03762603,27.98037666,1241.04704,OK,19.96078955,20.05193395,81.063936,0.06531898743,1.3953954130000001
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-ethernet-realtek-r8169_true-unreach-call.cil.i,OK,3432.577798,3432.6680520000004,2155.421696,OK,2603.273618,2603.351808,124.911616,0.057952286660000005,1.318557116
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-usb-asix_true-unreach-call.cil.i,OK,174.7654158,174.8200788,6387.253248,OK,131.863237,131.9878625,325.480448,0.05095781165,1.324516326
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-vmxnet3-vmxnet3_true-unreach-call.cil.i,OK,230.1696236,230.2160359,3343.192064,OK,171.5312282,171.58389169999998,100.982784,0.030205498839999997,1.341711239
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-wireless-ath-ath10k-ath10k_pci_true-unreach-call.cil.i,OK,1225.7109480000001,1226.155979,13668.847619999999,OK,955.6292902999999,955.8530447999999,126.844928,0.0092798553,1.282787125
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-wireless-rndis_wlan_true-unreach-call.cil.i,OK,620.3601788999999,620.7079698,18457.65325,OK,456.7518914,456.82431280000003,1536.2416640000001,0.08323060594,1.358745479
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-media-common-saa7146-saa7146_vv_true-unreach-call.cil.i,OK,984.6020387,984.6800969000001,21031.17414,OK,768.9331497000001,769.3483687,389.15686400000004,0.01850381064,1.279888457
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-media-pci-cx88-cx8800_true-unreach-call.cil.i,OK,221.5124587,221.7402889,4745.674752,OK,174.94030519999998,175.0364171,128.753664,0.02713073919,1.266823742
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-can-softing-softing_true-unreach-call.cil.i,OK,101.01972909999999,101.1600739,2948.923392,OK,72.99435385,73.31631042,107.491328,0.036451041180000004,1.3797758409999998
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-3com-3c59x_true-unreach-call.cil.i,OK,101.5471447,102.0080305,2666.901504,OK,73.14083931,73.56011249,182.939648,0.06859632713,1.386730214
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-amd-pcnet32_true-unreach-call.cil.i,OK,87.24118753,87.48017197,1748.656128,OK,66.23149067,66.29230494,104.579072,0.059805395879999994,1.319612767
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-atheros-alx-alx_true-unreach-call.cil.i,OK,3569.083523,3569.132018,8698.88,OK,2437.259493,2437.492056,450.367488,0.05177304297,1.464264061
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-broadcom-b44_true-unreach-call.cil.i,OK,882.5625357000001,882.7919207999998,14959.73069,OK,703.1186825,703.2039888999999,174.358528,0.011655191640000001,1.255385258
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-calxeda-xgmac_true-unreach-call.cil.i,OK,52.30943115,52.10388079,1755.72992,OK,39.64552457,39.74004312,71.528448,0.0407400063,1.311117873
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-dec-tulip-de4x5_true-unreach-call.cil.i,OK,1396.0100949999999,1396.080085,8021.11488,OK,1229.892931,1230.048104,135.909376,0.01694395081,1.134980071
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-dec-tulip-dmfe_true-unreach-call.cil.i,OK,129.2036706,129.3121443,3531.48928,OK,98.84652556,98.92401207,60.510208,0.01713447308,1.307186613
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-dec-tulip-tulip_true-unreach-call.cil.i,OK,2277.624872,2277.725079,26445.39392,OK,1790.0611850000003,1790.136147,877.576192,0.03318446285,1.272375335
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-intel-igbvf-igbvf_true-unreach-call.cil.i,OK,89.55516458,89.6239767,2228.916224,OK,66.73867422,67.07188199999999,80.39219200000001,0.036067839219999995,1.33623769
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-natsemi-natsemi_true-unreach-call.cil.i,OK,1216.19965,1216.460484,15023.52179,OK,1012.134625,1012.2520539999999,210.325504,0.01399974699,1.201736741
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-nvidia-forcedeth_true-unreach-call.cil.i,OK,32.08241436,32.16404399,1455.6037119999999,OK,22.22555539,22.28797476,130.56819199999998,0.08970037032,1.4431120069999999
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-oki-semi-pch_gbe-pch_gbe_true-unreach-call.cil.i,OK,651.2469568,651.6400187,9865.03168,OK,502.6488055,502.7720379,405.368832,0.041091488110000005,1.296094392
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-renesas-sh_eth_true-unreach-call.cil.i,OK,450.0078222,450.06453200000004,12135.33389,OK,358.66284260000003,358.8680372,222.560256,0.01833985435,1.254122645
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-stmicro-stmmac-stmmac_true-unreach-call.cil.i,OK,1293.913657,1294.200101,26990.3831,OK,1010.004017,1010.0559699999999,626.221056,0.023201636430000002,1.281315234
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-sun-cassini_true-unreach-call.cil.i,OK,2209.413277,2209.531966,22288.19558,OK,1746.1811890000001,1746.2678870000002,1238.3723519999999,0.05556180389,1.265288094
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-sun-niu_true-unreach-call.cil.i,OK,2129.530365,2129.628855,24515.01466,OK,1714.594641,1714.807904,482.18112,0.019668808149999998,1.241905202
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-via-via-rhine_true-unreach-call.cil.i,OK,131.2407461,131.3199263,3198.5868800000003,OK,101.64986809999999,101.75610859999999,117.44051200000001,0.03671637395,1.290536049
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-via-via-velocity_true-unreach-call.cil.i,OK,1240.582507,1240.663957,11959.0912,OK,1050.2101599999999,1050.3120609999999,131.739648,0.011015857790000002,1.181233658
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-vmxnet3-vmxnet3_true-unreach-call.cil.i,OK,52.99557588,53.15333694,2188.791808,OK,48.45428926,48.50793807,158.273536,0.07231091391,1.0957657459999999
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-wireless-hostap-hostap_true-unreach-call.cil.i,OK,623.7741565,624.2560555,19077.69344,OK,432.5068496,432.58434450000004,482.34495999999996,0.02528319063,1.443085177
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-wireless-rndis_wlan_true-unreach-call.cil.i,OK,596.4795740000001,596.5079707,17089.650690000002,OK,437.1801448,437.2520723,227.2256,0.01329609388,1.364219883
SVC/ldv-challenges/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-wireless-rtl818x-rtl8180-rtl8180_true-unreach-call.cil.i,OK,235.1191193,235.5160748,8150.183936,OK,177.81885659999998,177.92798180000003,94.347264,0.01157609015,1.323659564
SVC/ldv-challenges/linux-3.14__complex_emg__linux-usb-dev__drivers-media-usb-em28xx-em28xx_true-unreach-call.cil.i,OK,151.7463023,151.78384590000002,4211.9659520000005,OK,113.40385990000001,113.46006499999999,309.43232,0.07346505730000001,1.337773303
SVC/ldv-challenges/linux-3.14__complex_emg__linux-usb-dev__drivers-media-usb-hdpvr-hdpvr_false-unreach-call.cil.i,OK,95.92325194,96.37588149999999,2664.767488,OK,75.36991684,75.68789315,76.488704,0.02870370655,1.2733328609999999
SVC/ldv-challenges/linux-3.14__complex_emg__linux-usb-dev__drivers-media-usb-tm6000-tm6000_true-unreach-call.cil.i,OK,743.7652555,743.8763505,25816.518659999998,OK,552.4910481000001,552.5959220999999,241.69267200000002,0.009361938967000001,1.3461488240000001
SVC/ldv-challenges/linux-3.14__complex_emg__linux-usb-dev__drivers-net-ethernet-atheros-alx-alx_true-unreach-call.cil.i,OK,3569.6938299999997,3569.836092,7469.395968000001,OK,2409.713421,2409.792164,92.151808,0.012337250349999999,1.481387543
SVC/ldv-challenges/linux-3.14__complex_emg__linux-usb-dev__drivers-net-ethernet-neterion-s2io_true-unreach-call.cil.i,OK,19.57518014,19.70908699,1164.754944,OK,19.003218399999998,19.30799642,124.86656,0.1072041468,1.020773288
SVC/ldv-challenges/linux-3.14__complex_emg__linux-usb-dev__drivers-net-ethernet-nvidia-forcedeth_true-unreach-call.cil.i,OK,27.46035865,27.54836394,1229.504512,OK,20.13099924,20.20389844,82.915328,0.06743800221,1.363517245
SVC/ldv-challenges/linux-3.14__complex_emg__linux-usb-dev__drivers-net-vmxnet3-vmxnet3_true-unreach-call.cil.i,OK,228.3703204,228.0721159,3348.246528,OK,137.3350872,137.7571256,111.42348799999999,0.03327816129,1.6556102990000001
SVC/ldv-challenges/linux-3.14__complex_emg__linux-usb-dev__drivers-net-wireless-ath-ath10k-ath10k_pci_true-unreach-call.cil.i,OK,934.3329279,934.7842038999999,13145.92358,OK,723.9934617,724.0680189,122.92096000000001,0.009350500115999999,1.291017114
SVC/ldv-challenges/linux-3.14__linux-alloc-spinlock__drivers-net-ethernet-intel-e1000-e1000_true-unreach-call.cil.i,OK,22.31525297,22.40792764,95.502336,OK,20.88966111,21.14410937,76.292096,0.7988505747,1.059771649
SVC/ldv-challenges/linux-3.14__linux-alloc-spinlock__drivers-net-ethernet-neterion-vxge-vxge_true-unreach-call.cil.i,OK,16.80015605,16.93605021,76.603392,OK,13.57541126,13.69625396,64.851968,0.8465939472,1.236546158
SVC/ldv-challenges/linux-3.14__linux-alloc-spinlock__drivers-net-wireless-rtlwifi-rtl8192de-rtl8192de_true-unreach-call.cil.i,OK,49.88891411,49.96418914,117.702656,OK,49.30879471,49.33201556,95.60064,0.8122216036,1.012814672
SVC/ldv-challenges/linux-3.14__linux-kernel-locking-mutex__drivers-net-ethernet-chelsio-cxgb4-cxgb4_true-unreach-call.cil.i,OK,15.85612755,16.00808837,82.976768,OK,15.19315821,15.27641585,71.36460799999999,0.8600552868000001,1.0478955620000001
SVC/ldv-challenges/linux-3.14__linux-kernel-locking-spinlock__drivers-net-ethernet-chelsio-cxgb3-cxgb3_true-unreach-call.cil.i,OK,10.27703625,10.372054499999999,80.400384,OK,9.248913834,9.335936229,71.979008,0.8952570177,1.110981721
SVC/ldv-challenges/linux-3.14__linux-kernel-locking-spinlock__drivers-net-ethernet-chelsio-cxgb4-cxgb4_true-unreach-call.cil.i,OK,17.08521408,17.18405773,85.16403199999999,OK,15.72132437,15.84814513,73.736192,0.8658137745000001,1.084294571
SVC/ldv-challenges/linux-3.14__linux-kernel-locking-spinlock__drivers-net-ethernet-intel-e1000-e1000_true-unreach-call.cil.i,OK,18.30085999,18.436455300000002,94.916608,OK,19.74696446,19.84415207,76.333056,0.8042117981999999,0.9290623876
SVC/ldv-challenges/linux-3.14__linux-kernel-locking-spinlock__drivers-net-ethernet-intel-ixgbe-ixgbe_true-unreach-call.cil.i,OK,31.45591188,31.83625441,135.917568,OK,34.25500916,34.33606378,115.478528,0.8496217943000001,0.9271958083
SVC/ldv-challenges/linux-3.14__linux-kernel-locking-spinlock__drivers-net-ethernet-neterion-vxge-vxge_true-unreach-call.cil.i,OK,14.05295926,14.10012544,75.73504,OK,15.24581788,15.45540265,64.63488000000001,0.8534342887999999,0.9123104561
SVC/ldv-challenges/linux-3.14__linux-usb-dev__drivers-media-usb-em28xx-em28xx_true-unreach-call.cil.i,OK,22.74055505,22.81987606,73.859072,OK,20.43883371,20.52812759,54.509568,0.7380212955,1.11163943
SVC/ldv-challenges/linux-3.14__linux-usb-dev__drivers-media-usb-tm6000-tm6000_true-unreach-call.cil.i,OK,5.239175913,5.263809235,52.043776,OK,4.91764286,4.98390448,43.25376,0.8311034156999999,1.056161741
SVC/ldv-challenges/linux-3.14__linux-usb-dev__drivers-media-usb-uvc-uvcvideo_true-unreach-call.cil.i,OK,9.657347612,9.7683959,65.14278399999999,OK,10.76110934,10.83605241,54.104064,0.8305457745999999,0.9014718212
SVC/ldv-challenges/linux-3.8-rc1-32_7a-drivers--md--md-mod.ko-ldv_main0_sequence_infinite_withcheck_stateful_true-unreach-call.cil.out.i,OK,1306.199832,1306.33619,4657.283072,OK,1083.461877,1083.343939,156.81536,0.03367099607,1.205836986
SVC/ldv-challenges/linux-3.8-rc1-32_7a-drivers--net--ethernet--broadcom--bnx2x--bnx2x.ko-ldv_main0_sequence_infinite_withcheck_stateful_true-unreach-call.cil.out.i,OK,2490.080259,2490.199984,15118.02061,OK,2188.930971,2189.0959199999998,980.0908800000001,0.06482931234,1.1375472229999999
SVC/ldv-challenges/linux-3.8-rc1-32_7a-drivers--net--ethernet--broadcom--bnx2x--bnx2x.ko-ldv_main3_sequence_infinite_withcheck_stateful_false-unreach-call.cil.out.i,OK,2456.514631,2456.7760559999997,9953.97632,OK,2181.127366,2181.696036,554.975232,0.0557541242,1.1260854009999999
SVC/ldv-challenges/linux-3.8-rc1-32_7a-drivers--net--ethernet--broadcom--tg3.ko-ldv_main0_sequence_infinite_withcheck_stateful_true-unreach-call.cil.out.i,OK,6.872079291,6.992060956,782.467072,OK,4.874655944,4.99676446,83.68128,0.10694543320000001,1.399317701
SVC/ldv-challenges/linux-3.8-rc1-32_7a-drivers--scsi--mpt2sas--mpt2sas.ko-ldv_main4_sequence_infinite_withcheck_stateful_true-unreach-call.cil.out.i,OK,96.86608525,97.22398137,310.288384,OK,76.71709805,76.78444729,116.9408,0.3768777886,1.266193673
SVC/ldv-challenges/linux-3.8-rc1-32_7a-drivers--scsi--osst.ko-ldv_main0_sequence_infinite_withcheck_stateful_true-unreach-call.cil.out.i,OK,5.635290727999999,5.731925961,530.6818559999999,OK,3.797277321,3.872439659,65.66707199999999,0.1237409406,1.4801847069999998
SVC/ldv-challenges/linux-3.8-rc1-32_7a-drivers--usb--core--usbcore.ko-ldv_main0_sequence_infinite_withcheck_stateful_true-unreach-call.cil.out.i,OK,54.15774286,54.30904193,3025.113088,OK,61.67111016,61.78011017,189.74310400000002,0.06272264821000001,0.8790700079000001
SVC/ldv-challenges/linux-3.8-rc1-32_7a-drivers--usb--core--usbcore.ko-ldv_main1_sequence_infinite_withcheck_stateful_true-unreach-call.cil.out.i,OK,42.55376299,42.83630111,456.802304,OK,47.53359192,47.72813338,119.201792,0.2609483161,0.8975063151
SVC/ldv-challenges/linux-3.8-rc1-32_7a-drivers--usb--core--usbcore.ko-ldv_main11_sequence_infinite_withcheck_stateful_false-unreach-call.cil.out.i,OK,42.70698256,42.6323555,541.454336,OK,48.79720373,48.91592522,121.888768,0.2251136613,0.8715434759999999
SVC/ldv-commit-tester/m0_false-unreach-call_drivers-scsi-gdth-ko--111_1a--5934df9-1.i,OK,423.5666056,423.6359475,5417.955328,OK,345.1163099,345.18409429999997,114.93785600000001,0.021214249480000003,1.2272754
SVC/ldv-commit-tester/m0_true-unreach-call_sound-core-oss-snd-mixer-oss-ko--143_7a--506218e.i,OK,445.4790926,445.53152710000006,390.754304,OK,337.8112382,337.9041525,39.612415999999996,0.1013742282,1.318514507
SVC/ldv-commit-tester/main0_false-unreach-call_drivers-net-wireless-ath-carl9170-carl9170-ko--32_7a--8a9f335-1.i,OK,8.266037226,8.311671549,337.301504,OK,7.024677189,7.12398537,67.162112,0.19911595769999998,1.166716538
SVC/ldv-commit-tester/main0_true-unreach-call_drivers-media-video-tlg2300-poseidon-ko--32_7a--4a349aa.i,OK,78.06390090000001,78.11975502,1032.945664,OK,58.34454752,58.42396357,77.66016,0.07518319957,1.337118372
SVC/ldv-commit-tester/main3_false-unreach-call_drivers-staging-usbip-vhci-hcd-ko--132_1a--927c3fa.i,OK,5.020899009,5.055980974,420.79846399999997,OK,3.573012595,3.6400266869999998,54.452224,0.1294021453,1.3889955790000001
SVC/ldv-commit-tester/main3_true-unreach-call_drivers-media-video-tlg2300-poseidon-ko--32_7a--4a349aa_false-termination.i,OK,100.9985829,101.0600003,656.707584,OK,83.85061844,83.8961054,61.620224,0.09383205783,1.2045851220000001
SVC/ldv-commit-tester/main3_true-unreach-call_drivers-media-video-tlg2300-poseidon-ko--32_7a--4a349aa-1_false-termination.i,OK,101.40635379999999,101.50395959999999,659.582976,OK,83.63436958,83.93201165,61.571071999999994,0.0933484857,1.209359308
SVC/ldv-consumption/32_7a_cilled_false-unreach-call_linux-3.8-rc1-32_7a-drivers--ata--libata.ko-ldv_main4_sequence_infinite_withcheck_stateful.cil.out.i,OK,40.26235524,40.36386465,814.4158719999999,OK,23.02912026,23.12121249,107.237376,0.131673976,1.745750344
SVC/ldv-consumption/32_7a_cilled_false-unreach-call_linux-3.8-rc1-32_7a-drivers--gpu--drm--vmwgfx--vmwgfx.ko-ldv_main2_sequence_infinite_withcheck_stateful.cil.out.i,OK,10.56513639,10.77185243,241.38547200000002,OK,10.209427400000001,10.27996554,69.029888,0.2859736646,1.04784908
SVC/ldv-consumption/32_7a_cilled_false-unreach-call_linux-3.8-rc1-32_7a-drivers--media--dvb-frontends--stv090x.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.i,OK,6.901907897999999,6.94779612,416.894976,OK,6.005202789,6.343989575,57.933824,0.1389650328,1.0951777329999999
SVC/ldv-consumption/32_7a_cilled_false-unreach-call_linux-3.8-rc1-32_7a-drivers--net--wireless--zd1211rw--zd1211rw.ko-ldv_main7_sequence_infinite_withcheck_stateful.cil.out.i,OK,10.13067347,10.22720519,410.19392,OK,8.455005584,8.56386415,78.135296,0.19048379850000002,1.194227863
